time,cell_id,x,y,radius
3.9000,9,23.548099,0.000000,5.0
3.9000,10,31.583290,0.000000,5.0
4.0000,0,-31.692080,0.000000,5.0
4.0000,1,-23.636021,0.000000,5.0
4.0000,2,-16.874200,0.000000,5.0
4.0000,3,-10.896347,0.000000,5.0
4.0000,4,-5.352505,0.000000,5.0
4.0000,5,0.000000,0.000000,5.0
4.0000,6,5.352505,0.000000,5.0
4.0000,7,10.896347,0.000000,5.0
4.0000,8,16.874200,0.000000,5.0
4.0000,9,23.636021,0.000000,5.0
4.0000,10,31.692080,0.000000,5.0
4.1000,0,-31.799593,0.000000,5.0
4.1000,1,-23.723298,0.000000,5.0
4.1000,2,-16.935776,0.000000,5.0
4.1000,3,-10.934114,0.000000,5.0
4.1000,4,-5.370143,0.000000,5.0
4.1000,5,0.000000,0.000000,5.0
4.1000,6,5.370143,0.000000,5.0
4.1000,7,10.934114,0.000000,5.0
4.1000,8,16.935776,0.000000,5.0
4.1000,9,23.723298,0.000000,5.0
4.1000,10,31.799593,0.000000,5.0
4.2000,0,-31.905869,0.000000,5.0
4.2000,1,-23.809935,0.000000,5.0
4.2000,2,-16.997253,0.000000,5.0
4.2000,3,-10.972047,0.000000,5.0
4.2000,4,-5.387941,0.000000,5.0
4.2000,5,0.000000,0.000000,5.0
4.2000,6,5.387941,0.000000,5.0
4.2000,7,10.972047,0.000000,5.0
4.2000,8,16.997253,0.000000,5.0
4.2000,9,23.809935,0.000000,5.0
4.2000,10,31.905869,0.000000,5.0
4.3000,0,-32.010948,0.000000,5.0
4.3000,1,-23.895939,0.000000,5.0
4.3000,2,-17.058616,0.000000,5.0
4.3000,3,-11.010120,0.000000,5.0
4.3000,4,-5.405884,0.000000,5.0
4.3000,5,0.000000,0.000000,5.0
4.3000,6,5.405884,0.000000,5.0
4.3000,7,11.010120,0.000000,5.0
4.3000,8,17.058616,0.000000,5.0
4.3000,9,23.895939,0.000000,5.0
4.3000,10,32.010948,0.000000,5.0
4.4000,0,-32.114867,0.000000,5.0
4.4000,1,-23.981319,0.000000,5.0
4.4000,2,-17.119848,0.000000,5.0
4.4000,3,-11.048315,0.000000,5.0
4.4000,4,-5.423958,0.000000,5.0
4.4000,5,0.000000,0.000000,5.0
4.4000,6,5.423958,0.000000,5.0
4.4000,7,11.048315,0.000000,5.0
4.4000,8,17.119848,0.000000,5.0
4.4000,9,23.981319,0.000000,5.0
4.4000,10,32.114867,0.000000,5.0
4.5000,0,-32.217659,0.000000,5.0
4.5000,1,-24.066079,0.000000,5.0
4.5000,2,-17.180937,0.000000,5.0
4.5000,3,-11.086609,0.000000,5.0
4.5000,4,-5.442149,0.000000,5.0
4.5000,5,0.000000,0.000000,5.0
4.5000,6,5.442149,0.000000,5.0
4.5000,7,11.086609,0.000000,5.0
4.5000,8,17.180937,0.000000,5.0
4.5000,9,24.066079,0.000000,5.0
4.5000,10,32.217659,0.000000,5.0
4.6000,0,-32.319360,0.000000,5.0
4.6000,1,-24.150228,0.000000,5.0
4.6000,2,-17.241867,0.000000,5.0
4.6000,3,-11.124984,0.000000,5.0
4.6000,4,-5.460444,0.000000,5.0
4.6000,5,0.000000,0.000000,5.0
4.6000,6,5.460444,0.000000,5.0
4.6000,7,11.124984,0.000000,5.0
4.6000,8,17.241867,0.000000,5.0
4.6000,9,24.150228,0.000000,5.0
4.6000,10,32.319360,0.000000,5.0
4.7000,0,-32.419998,0.000000,5.0
4.7000,1,-24.233772,0.000000,5.0
4.7000,2,-17.302629,0.000000,5.0
4.7000,3,-11.163424,0.000000,5.0
4.7000,4,-5.478832,0.000000,5.0
4.7000,5,0.000000,0.000000,5.0
4.7000,6,5.478832,0.000000,5.0
4.7000,7,11.163424,0.000000,5.0
4.7000,8,17.302629,0.000000,5.0
4.7000,9,24.233772,0.000000,5.0
4.7000,10,32.419998,0.000000,5.0
4.8000,0,-32.519604,0.000000,5.0
4.8000,1,-24.316718,0.000000,5.0
4.8000,2,-17.363211,0.000000,5.0
4.8000,3,-11.201910,0.000000,5.0
4.8000,4,-5.497300,0.000000,5.0
4.8000,5,0.000000,0.000000,5.0
4.8000,6,5.497300,0.000000,5.0
4.8000,7,11.201910,0.000000,5.0
4.8000,8,17.363211,0.000000,5.0
4.8000,9,24.316718,0.000000,5.0
4.8000,10,32.519604,0.000000,5.0
4.9000,0,-32.618207,0.000000,5.0
4.9000,1,-24.399073,0.000000,5.0
4.9000,2,-17.423603,0.000000,5.0
4.9000,3,-11.240429,0.000000,5.0
4.9000,4,-5.515839,0.000000,5.0
4.9000,5,0.000000,0.000000,5.0
4.9000,6,5.515839,0.000000,5.0
4.9000,7,11.240429,0.000000,5.0
4.9000,8,17.423603,0.000000,5.0
4.9000,9,24.399073,0.000000,5.0
4.9000,10,32.618207,0.000000,5.0
5.0000,0,-32.715831,0.000000,5.0
5.0000,1,-24.480844,0.000000,5.0
5.0000,2,-17.483796,0.000000,5.0
5.0000,3,-11.278965,0.000000,5.0
5.0000,4,-5.534438,0.000000,5.0
5.0000,5,0.000000,0.000000,5.0
5.0000,6,5.534438,0.000000,5.0
5.0000,7,11.278965,0.000000,5.0
5.0000,8,17.483796,0.000000,5.0
5.0000,9,24.480844,0.000000,5.0
5.0000,10,32.715831,0.000000,5.0
